ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
292;Visi respondenti;V?rietis;25.00;25 - 34;1993;Neprec?jies (-usies);5;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 21:59;13.03.2018 21:51;13-MAR-2018;12:07:43 priekšp.;R?ga;J?;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;1;0;0;Dr?z?k nepiekr?tu;Gr?ti pateikt;J?;N?;Tas nemaz nav svar?gi;1.063865976
293;Visi respondenti;Sieviete;46.00;45 - 54;1972;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:04;13.03.2018 21:52;13-MAR-2018;12:12:26 priekšp.;R?ga;J?;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.785672431
294;Visi respondenti;Sieviete;65.00;64 - 75;1953;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:01;13.03.2018 21:52;13-MAR-2018;12:08:10 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;1;0;0;0;Gr?ti pateikt;Piln?ba nepiekr?tu;Da??ji, bet ne piln?b?;N?;Tas dr?z?k nav svar?gi;0.804283805
295;Visi respondenti;Sieviete;24.00;18 - 24;1994;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;LAT;13.03.2018 21:57;13.03.2018 21:52;13-MAR-2018;12:04:41 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.400723684
296;Visi respondenti;Sieviete;48.00;45 - 54;1970;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Priekules novads;Priekules pils?ta;Cita pils?ta;LAT;13.03.2018 21:58;13.03.2018 21:52;13-MAR-2018;12:05:03 priekšp.;Cita pils?ta;Gr?ti pateikt;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;1;1;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.743131374
297;Visi respondenti;V?rietis;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;500.00;Eur 500 - Eur 699;Kurzeme;Kurzeme;Priekules novads;Gramzdas pagasts;Lauki;LAT;13.03.2018 21:58;13.03.2018 21:53;13-MAR-2018;12:05:07 priekšp.;Lauku teritorija;J?;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;1;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.006261839
300;Visi respondenti;V?rietis;56.00;55 - 63;1962;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;780.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Talsu novads;Talsu pils?ta;Cita pils?ta;LAT;13.03.2018 22:04;13.03.2018 21:54;13-MAR-2018;12:10:00 priekšp.;Cita pils?ta;J?;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;1;0;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.762603142
301;Visi respondenti;V?rietis;25.00;25 - 34;1993;Neprec?jies (-usies);7;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;150.00;Eur 0 - Eur 250;Kurzeme;Kurzeme;Ventspils;Ventspils;Cita pils?ta;LAT;13.03.2018 22:01;13.03.2018 21:55;13-MAR-2018;12:06:03 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.006261839
302;Visi respondenti;Sieviete;31.00;25 - 34;1987;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;500.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;13.03.2018 22:03;13.03.2018 21:55;13-MAR-2018;12:07:48 priekšp.;R?ga;N?;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;1;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.200429692
305;Visi respondenti;V?rietis;33.00;25 - 34;1985;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;1500.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:05;13.03.2018 21:56;13-MAR-2018;12:08:54 priekšp.;R?ga;J?;0;1;0;0;1;1;1;1;1;1;0;1;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;1;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.24934008
306;Visi respondenti;V?rietis;66.00;64 - 75;1952;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;362.00;Eur 351 - Eur 499;Zemgale;Zemgale;P?avi?u novads;P?avi?u pils?ta;Cita pils?ta;LAT;13.03.2018 22:02;13.03.2018 21:56;13-MAR-2018;12:05:53 priekšp.;Cita pils?ta;J?;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;0;1;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.964179643
307;Visi respondenti;Sieviete;48.00;45 - 54;1970;Atraitnis (-e);3;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;300.00;Eur 251 - Eur 350;Kurzeme;Kurzeme;Talsu novads;Vandzenes pagasts;Lauki;LAT;13.03.2018 22:11;13.03.2018 21:57;13-MAR-2018;12:13:49 priekšp.;Lauku teritorija;J?;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;1;0;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.743131374
308;Visi respondenti;V?rietis;51.00;45 - 54;1967;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;LAT;13.03.2018 22:04;13.03.2018 21:57;13-MAR-2018;12:07:00 priekšp.;Liel?s pils?tas;J?;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.89366653
309;Visi respondenti;Sieviete;63.00;55 - 63;1955;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;800.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:03;13.03.2018 21:58;13-MAR-2018;12:05:10 priekšp.;R?ga;J?;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;?oti labi p?rzinu;0;1;0;0;1;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.774694662
310;Visi respondenti;V?rietis;43.00;35 - 44;1975;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Ukrainis (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;350.00;Eur 251 - Eur 350;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;13.03.2018 22:11;13.03.2018 21:59;13-MAR-2018;12:12:58 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Gr?ti pateikt;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;1.142142043
311;Visi respondenti;Sieviete;39.00;35 - 44;1979;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Zemgale;Zemgale;Ozolnieku novads;Ozolnieku pagasts;Lauki;RUS;13.03.2018 22:07;13.03.2018 21:59;13-MAR-2018;12:08:19 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas dr?z?k nav svar?gi;1.098830256
312;Visi respondenti;Sieviete;40.00;35 - 44;1978;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;350.00;Eur 251 - Eur 350;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;13.03.2018 22:16;13.03.2018 21:59;13-MAR-2018;12:17:14 priekšp.;Liel?s pils?tas;N?;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;?oti labi p?rzinu;0;1;1;0;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.768344964
315;Visi respondenti;Sieviete;57.00;55 - 63;1961;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;350.00;Eur 251 - Eur 350;Zemgale;Zemgale;J?kabpils;J?kabpils;Cita pils?ta;LAT;13.03.2018 22:08;13.03.2018 22:00;13-MAR-2018;12:08:01 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;1;0;0;1;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;0.892350053
316;Visi respondenti;Sieviete;52.00;45 - 54;1966;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Ebrejs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;250.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;13.03.2018 22:08;13.03.2018 22:00;13-MAR-2018;12:08:04 priekšp.;R?ga;J?;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;J?;N?;Tas ir dr?z?k svar?gi;0.922646348
317;Visi respondenti;Sieviete;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Nestr?d?;M?jsaimniece (-ks), b?rna kopšanas atva?in?jums;Nestr?d?jošie;130.00;Eur 0 - Eur 250;Latgale;Latgale;Ludzas novads;Ludzas pils?ta;Cita pils?ta;RUS;13.03.2018 22:12;13.03.2018 22:01;13-MAR-2018;12:11:06 priekšp.;Cita pils?ta;J?;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;N?;Tas dr?z?k nav svar?gi;0.934506705
321;Visi respondenti;V?rietis;31.00;25 - 34;1987;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:09;13.03.2018 22:03;13-MAR-2018;12:05:55 priekšp.;R?ga;J?;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;?oti labi p?rzinu;0;1;0;0;0;1;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.063865976
322;Visi respondenti;Sieviete;37.00;35 - 44;1981;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:08;13.03.2018 22:04;13-MAR-2018;12:03:46 priekšp.;R?ga;J?;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.81232939
323;Visi respondenti;Sieviete;64.00;64 - 75;1954;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;700.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 22:11;13.03.2018 22:05;13-MAR-2018;12:05:58 priekšp.;R?ga;J?;0;0;1;1;1;1;0;0;0;1;0;0;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;1;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.804283805
325;Visi respondenti;V?rietis;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;1260.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;13.03.2018 22:15;13.03.2018 22:06;13-MAR-2018;12:09:31 priekšp.;Liel?s pils?tas;J?;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;1;0;1;0;0;Dr?z?k piekr?tu;Piln?ba nepiekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.799650463
326;Visi respondenti;V?rietis;46.00;45 - 54;1972;Prec?jies (-usies) vai dz?vo ar partneri;6;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;LAT;13.03.2018 22:12;13.03.2018 22:07;13-MAR-2018;12:05:33 priekšp.;Liel?s pils?tas;J?;0;0;1;0;1;1;1;1;0;0;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.89366653
328;Visi respondenti;V?rietis;43.00;35 - 44;1975;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;M?jsaimniece (-ks), b?rna kopšanas atva?in?jums;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Zemgale;Tukuma novads;Tukuma pils?ta;Cita pils?ta;LAT;13.03.2018 22:13;13.03.2018 22:07;13-MAR-2018;12:05:33 priekšp.;Cita pils?ta;J?;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;1;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.91150915
329;Visi respondenti;Sieviete;22.00;18 - 24;1996;Neprec?jies (-usies);2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Saldus novads;Saldus pils?ta;Cita pils?ta;LAT;13.03.2018 22:19;13.03.2018 22:07;13-MAR-2018;12:11:32 priekšp.;Cita pils?ta;J?;0;1;0;1;0;1;1;0;1;1;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.150196032
